text,label
Dispõe sobre as sanções acerca das invasões ou prática de esbulho possessório em supostas áreas tradicionalmente ocupadas ou pertencentes a remanescentes de quilombolas.,Ameaça Ao Estado Democrático De Direito
Dispõe sobre impedimentos aplicados aos ocupantes e invasores de propriedades em Território Nacional.,Ameaça Ao Estado Democrático De Direito
Dispõe sobre impedimentos aplicados aos ocupantes e invasores de propriedades em todo território nacional.,Ameaça Ao Estado Democrático De Direito
Dispõe sobre o confisco e a destinação de bens utilizados nos crimes contra o Estado Democrático de Direito e dá outras providências.,Ameaça Ao Estado Democrático De Direito
Dispõe sobre sanções administrativas e restrições aplicadas aos ocupantes e invasores de propriedades rurais e urbanas em todo o território nacional.,Ameaça Ao Estado Democrático De Direito
Dispões sobre a criação do Cadastro de Invasores de Propriedades e da outras previdências.,Ameaça Ao Estado Democrático De Direito
Esta Lei estabelece a suspensão do prazo prescricional em relação às infrações penais comuns cometidas pelo Presidente da República que não guardem qualquer conexão com o exercício do cargo.,Ameaça Ao Estado Democrático De Direito
Inclui o artigo 10 – A no Código de Processo Penal para estabelecer prazo para conclusão dos inquéritos judiciais no âmbito do Supremo Tribunal Federal.,Ameaça Ao Estado Democrático De Direito
Institui a obrigação de reparar danos resultantes de prática de crimes contra o Estado Democrático de Direito.,Ameaça Ao Estado Democrático De Direito
Institui a Política Nacional de Combate ao Crime em Área Rural (PNCCAR).,Ameaça Ao Estado Democrático De Direito
"Majora as penas cominadas aos crimes de alteração de limites, de usurpação de águas e de esbulho possessório.",Ameaça Ao Estado Democrático De Direito
Suprime o artigo 166 do Decreto Lei nº 1.001 de 21 de outubro de 1969.,Ameaça Ao Estado Democrático De Direito
"Susta a Portaria DG/PF Nº 17.902, de 29 de março de 2023, que institui o Grupo de Investigação Operação Lesa-Pátria - GILP, do Diretor-Geral da Polícia Federal do Ministério da Justiça e Segurança Pública.",Ameaça Ao Estado Democrático De Direito
"Torna hediondos os crimes de abolição violenta do Estado Democrático de Direito e de golpe de Estado, previstos nos arts. 359-L e 359-M do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal.",Ameaça Ao Estado Democrático De Direito
"Altera a Lei nº 11.597, de 29 de novembro de 2007, para estabelecer a possibilidade de inscrição de nome no Livro dos Heróis da Pátria independentemente de transcurso temporal, nos termos que especifica e determina a inclusão do nome de Heley de Abreu Silva Batista no Livro dos Heróis da Pátria.","Calendários Oficiais, Patrimonialização E Homenagens"
"Altera a Lei nº 662, de 6 de abril de 1949, para incluir o dia 8 de março, Dia Internacional da Mulher, entre os feriados nacionais.","Calendários Oficiais, Patrimonialização E Homenagens"
"Altera a Lei nº 662, de 6 de abril de 1949, para incluir o Dia de Corpus Christi entre os feriados nacionais.","Calendários Oficiais, Patrimonialização E Homenagens"
"Altera a Lei nº 7.488, de 1986, que “institui o Dia Nacional de Combate ao Fumo”, para incluir a Semana Nacional de Combate ao Fumo no calendário dos estabelecimentos de ensino público e privados de educação básica.","Calendários Oficiais, Patrimonialização E Homenagens"
Constitui a Catedral Basílica Santuário Nacional de Nossa Senhora da Conceição Aparecida e os eventos e manifestações culturais e religiosas a ela relacionados como Patrimônio Cultural Material e Imaterial do Brasil.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Constitui o Círio de Nazaré, no Estado do Maranhão, em Patrimônio Cultural Imaterial do Brasil.","Calendários Oficiais, Patrimonialização E Homenagens"
Cria a Semana Nacional da Alimentação Saudável nas Escolas.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Cria a Semana Nacional da Segurança Pública, no intuito de valorizar o profissional da área de segurança pública e de defesa social.","Calendários Oficiais, Patrimonialização E Homenagens"
Cria a semana Nacional em homenagem aos Profissionais de Segurança Pública que foram mortos no exercício da função.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Cria o Dia e a Semana Nacional da Segurança Pública Cidadã, e dá outras providências.","Calendários Oficiais, Patrimonialização E Homenagens"
"Cria o Parque Nacional Serra do Curral, no estado de Minas Gerais.","Calendários Oficiais, Patrimonialização E Homenagens"
Cria o Programa Nacional de Prevenção da Depressão e institui o Dia Nacional da Conscientização sobre a Depressão.,"Calendários Oficiais, Patrimonialização E Homenagens"
Declara a Festa Maranhense do Divino Espírito Santo como Patrimônio Cultural Imaterial do Brasil.,"Calendários Oficiais, Patrimonialização E Homenagens"
Declara a Imperatriz Teresa Cristina patronesse da arqueologia no Brasil.,"Calendários Oficiais, Patrimonialização E Homenagens"
Declara Patrona do Urbanismo no Brasil a engenheira e urbanista Carmen Velasco Portinho.,"Calendários Oficiais, Patrimonialização E Homenagens"
Declara Santo Antônio de Sant’Anna Galvão Patrono da Construção Civil no Brasil.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Dispõe sobre a autorização do uso dos nomes de pessoas vivas que tenham notoriedade na sociedade, para denominar bens públicos de qualquer natureza, pertencentes à União ou às pessoas jurídicas da Administração indireta.","Calendários Oficiais, Patrimonialização E Homenagens"
Dispõe sobre a criação da Semana Nacional em Prol da Saúde Mental dos Profissionais da Segurança Pública.,"Calendários Oficiais, Patrimonialização E Homenagens"
Dispõe sobre a criação do Dia Nacional da Consciência Animal e dá outras providências.,"Calendários Oficiais, Patrimonialização E Homenagens"
Dispõe sobre a criação do Estatuto Nacional dos Auditores Fiscais Municipais e do Distrito Federal,"Calendários Oficiais, Patrimonialização E Homenagens"
"Dispõe sobre a instituição da ""Semana Nacional em Defesa da Saúde Mental dos Profissionais de Segurança Pública"".","Calendários Oficiais, Patrimonialização E Homenagens"
"Fica instituído o Dia Nacional do Imigrante Pomerano no Brasil, a ser celebrado anualmente no dia 28 de junho.","Calendários Oficiais, Patrimonialização E Homenagens"
"Inclui no calendário oficial do País o “Dia Nacional de Combate ao Crime de Racismo nos Esportes”, a ser celebrado em todo território do Brasil.","Calendários Oficiais, Patrimonialização E Homenagens"
"Inclui no Calendário Turístico Nacional a Celebração da Festa do Servo de Deus Padre Ibiapina, no Município de Solânea, Estado da Paraíba.","Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve Esperança Garcia no Livros dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Inscreve no Livro dos Heróis da Pátria o nome de Tibira do Maranhão, indígena reconhecido como primeira vítima fatal documentada da homofobia no Brasil, assassinado em 1614.","Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Abdias do Nascimento no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Ajuricaba no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Elza Soares no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Inscreve o nome de Hipólita Jacinta Teixeira de Melo, no Livro dos Heróis e Heroínas da Pátria.","Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Lélia de Almeida Gonzalez no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Maria Beatriz Nascimento no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Maria Firmina dos Reis no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Maria José Camargo Aragão no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Maria Ortiz no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Paulo da Portela no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome de Zacimba Gaba no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
Inscreve o nome do Imperial Marinheiro Marcílio Dias no Livro dos Heróis e Heroínas da Pátria.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Insere no Calendário Nacional de Eventos, do Ministério do Turismo, a tradicional Festa Beneficente da Tainha, do município de Guaratuba, Estado do Paraná.","Calendários Oficiais, Patrimonialização E Homenagens"
"Insere no Calendário Nacional de Eventos, do Ministério do Turismo, a tradicional Festa do Divino Espírito Santo, do Município de Guaratuba, Estado do Paraná.","Calendários Oficiais, Patrimonialização E Homenagens"
"Insere no Calendário Nacional de Eventos, do Ministério do Turismo, a tradicional Festa do Frango, da Polenta e do Vinho de Santa Felicidade, da cidade de Curitiba, Estado do Paraná.","Calendários Oficiais, Patrimonialização E Homenagens"
"Insere no Calendário Nacional de Eventos, do Ministério do Turismo, as festas, exposições, feiras e festivais tradicionais do Estado do Paraná.","Calendários Oficiais, Patrimonialização E Homenagens"
"Insere no Calendário Nacional de Eventos, do Ministério do Turismo, o Festival de Gastronomia Caiçara, do município de Pontal do Paraná, Estado do Paraná.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a """"Semana de Conscientização sobre o Autismo"""" e cria o """"Programa Nacional de Orientação sobre Autismo para profissionais das Áreas da Educação e Saúde"""".","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a “Campanha Nacional Abril Cinza”, para fins de prevenção e combate à Intimidação Sistemática (bullying) e à violência nos estabelecimentos de ensino fundamental e médio, e dá outras providências.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a campanha de estímulo ao cuidado da saúde mental e bem-estar, denominada Janeiro Branco.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a Medalha “Glória Maria” a ser conferida a personalidades, entidades, instituições, grupos, organizações ou iniciativas, públicas ou privadas que se destacarem em Jornalismo voltado para temática racial.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui a Medalha Clara Nunes.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a Medalha Construtores da Democracia destinada a agraciar pessoas naturais ou jurídicas que, no País, tenham se destacado na promoção da cidadania, na defesa e no fortalecimento das instituições democráticas.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a Semana Nacional da Compostagem, a ser inserida no calendário nacional.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a Semana Nacional da Conscientização da Importância da Vacinação, a ser celebrada anualmente na semana que inclui o dia 5 de agosto.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui a Semana Nacional de Conscientização da Epilepsia, a ser realizada, anualmente, na semana que incluir o dia 9 de setembro.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui a Semana Nacional de Conscientização sobre a Síndrome do Pânico.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui a Semana Nacional de Segurança Pública em território brasileiro.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui anualmente a data de 1º de outubro como o Dia Nacional de Combate ao Etarismo.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui e declara a Harpa Cristã como Patrimônio Nacional, Histórico e Cultural do Brasil.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o ""Dia da Educação Financeira Infantil"" a ser comemorado anualmente todo dia 20 de setembro, e dá outras providências.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o “Dia Nacional da Imigração Coreana no Brasil”.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o dia 05 de abril de 2023, como o Dia Nacional pela Paz e Segurança nas escolas e creches no Brasil.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o dia 09 de julho como Dia Nacional de Combate a Intolerância Politica.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o dia 18 de Agosto como o Dia Nacional da Dança Afro-Brasileira,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o dia 29 de junho como o Dia Nacional do Cristão Ortodoxo.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia do Lixo Zero em todas as escolas públicas e privadas da educação básica do país.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Dia do Protetor dos Animais no calendário oficial, a ser comemorado no dia 04 de outubro.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional Chiquinha Gonzaga da Mulher Forrozeira.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional da Ação Motociclistas com Cristo.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional da Educação Domiciliar (Homeschooling),"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional da Igreja do Evangelho Quadrangular.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional da Incontinência Urinária e a Semana Nacional para Prevenção e Tratamento da Incontinência Urinária.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional da Mulher Cristã.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional da Policial Militar Feminina.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional da Raça Girolando.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Dia Nacional das Mulheres na Construção Civil, a ser celebrado no dia 25 de março de cada ano.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional das Mulheres Rurais.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional das Tradições das Raízes de Matrizes Africanas e Nações do Candomblé.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional de Combate a Violência Policial.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional de Combate ao Racismo Ambiental e Climático.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional de Conscientização sobre a Doutrinação nas Escolas.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional de Conscientização sobre Segurança Alimentar e a Semana Nacional de Conscientização sobre a Segurança Alimentar.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Dia Nacional de Memória, Verdade e Justiça pelos Crimes contra a Democracia e em defesa das liberdades democráticas, a ser anualmente celebrado no dia 08 de janeiro.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional de Proteção e Combate à Violência às Mulheres Indígenas.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional do Acolhimento Familiar.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Dia Nacional do Detox Digital, com o objetivo de fomentar a discussão sobre o uso imoderado de smartphones, videogames, computadores e outras tecnologias similares.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Dia Nacional do Ouvidor de Segurança Pública, a ser comemorado, anualmente, em 27 de junho.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional do Planejamento Familiar.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional do Policial Penal.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional do Policial Rodoviário Federal e o Dia Nacional da Polícia Rodoviária Federal.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional dos defensores dos animais.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Dia Nacional dos Veteranos das Forças Armadas.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Dia Nacional, assim como considera Patrimônio Religioso Cultural e Imaterial, o “Círculo de Oração”.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Prêmio Cidade Amiga do Idoso, no âmbito da Câmara dos Deputados.","Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Prêmio da Diversidade Janaína Dutra a ser conferido, anualmente, pela Câmara dos Deputados.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Prêmio Medalha Prefeito Amigo da Escola Segura.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Prêmio Professora Heley de Abreu Silva Batista.,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui o Programa Nacional de Políticas de Prevenção, Proteção e Apoio ao Profissional da Educação Vítima de Violência.","Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Programa Nacional de Prestação de Serviço Civil Voluntário e o Prêmio Portas Abertas,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Programa Nacional de Prestação de Serviço Civil Voluntário e o Prêmio Portas Abertas.,"Calendários Oficiais, Patrimonialização E Homenagens"
Institui o Programa Nacional do Livro Técnico e Profissionalizante (PNLTP).,"Calendários Oficiais, Patrimonialização E Homenagens"
"Institui, no âmbito da Câmara dos Deputados, a Medalha do Mérito Evangélico Daniel Berg e Gunnar Vingren.","Calendários Oficiais, Patrimonialização E Homenagens"
"Reconhece a cidade de Balneário Camboriú, no Estado de Santa Catarina, como a Capital Nacional da Família.","Calendários Oficiais, Patrimonialização E Homenagens"
"Reconhece como Manifestação da Cultura Nacional, nos termos do art. 215, § 1º da Constituição Federal, a “Encenação da chegada dos missionários suecos Daniel Berg e Gunnar Vingren” no dia 19 de novembro de 1910 a Belém, no Estado do Pará, para fundarem a Assembleia de Deus, considerada a Igreja-mãe do movimento pentecostal brasileiro.","Calendários Oficiais, Patrimonialização E Homenagens"
"Regulamenta o inciso IV do Art. 3º da Constituição Federal, enfrentando a prática do racismo científico e institui o Dia Nacional Jacinta Maria de Santana de Enfrentamento ao Racismo Científico.","Calendários Oficiais, Patrimonialização E Homenagens"
"‘‘Dispõe sobre a obrigatoriedade da presença de serviços veterinários e espaço de acolhimento para animais em Aeroportos, Portos e Rodoviárias em todo território nacional e dá outras providências”.",Causa Animal
"Acresce o artigo 1.575 A à Lei nº 10.406, de 10 de janeiro de 2002, para disciplinar o tratamento dos animais domésticos quando da dissolução da sociedade conjugal, e dá outras providências.",Causa Animal
"Acrescenta alínea ao inciso II do art. 8.º da Lei n.º 9.250, de 26 de dezembro de 1995, para incluir as despesas veterinárias nas deduções da base de cálculo do imposto de renda das pessoas físicas.",Causa Animal
"Acrescenta alínea k ao inciso II do art. 8º e altera o inciso II no §2º da Lei nº 9.250, de 26 de dezembro de 1995, para incluir as despesas veterinárias nas hipóteses de dedução da base de cálculo do imposto de renda das pessoas físicas, na forma que específica.",Causa Animal
"Acrescenta dispositivo à Lei nº 9.605, de 12 de fevereiro de 1998, para caracterizar as condutas de maus-tratos a animais.",Causa Animal
"Acrescenta dispositivo na Lei n.º 11.771, de 17 de setembro de 2008, que dispõe sobre a Política Nacional de Turismo para assegurar ao hóspede o acompanhamento de Animais de Assistência Emocional - ESA.",Causa Animal
"Acrescenta o art. 19-B ao Decreto-Lei nº 986, de 21 de outubro de 1969, que “institui normas básicas sobre alimentos”, para dispor sobre a rotulagem de alimentos sobre a presença ou ausência de produtos de origem animal e de testes em animais.",Causa Animal
"Acrescenta parágrafo único ao art. 42 do Decreto-Lei nº 3.688, de 3 de outubro de 1941, para criar exceção à aplicação do inciso IV, caso fique provado que o tutor adotou medidas para impedir a proliferação de barulho produzido por animal.",Causa Animal
"Acrescenta parágrafos 2º-A, 2º-B e 2º-C ao artigo 25 da Lei 9.605, de 12 de fevereiro de 1998, para estabelecer proteção aos animais apreendidos em situação de maus-tratos.",Causa Animal
Altera a Consolidação das Leis do Trabalho para dispor sobre a ausência justificada ao trabalho pelo empregado para acompanhamento de animal doméstico em consulta veterinária.,Causa Animal
"Altera a legislação do IRPF para permitir a dedução das despesas com médicos, clínicas e hospitais veterinários.",Causa Animal
"Altera a Lei .9605, de 12 de fevereiro de 1998, para tipificar o crime de maus-tratos na forma tentada.",Causa Animal
"Altera a Lei 9.250, de 26 de dezembro de 1995, para incluir os pagamentos efetuados a médicos, clínicas e hospitais veterinários destinados à cobertura de despesas com tratamento de animais domésticos como dedutíveis da base de cálculo do imposto de renda das pessoas físicas",Causa Animal
"Altera a Lei 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para aumentar as penas cominadas ao crime de maus-tratos a cavalos.",Causa Animal
"Altera a Lei 9.605, de 12 de fevereiro de 1998, para proibir o fornecimento de alimento impróprio a animais silvestres.",Causa Animal
"Altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para permitir que o empresário individual que exerça atividade de proteção animal independente possa optar pela sistemática de recolhimento dos Microempreendedores Individuais (MEI).",Causa Animal
"Altera a Lei de Crimes Ambientais para estabelecer a obrigação de o juiz considerar, com preponderância sobre o previsto no art. 59 do Código Penal, a quantidade de animais, a personalidade e a conduta social do agente, na fixação da pena do crime previsto no art. 29.",Causa Animal
"Altera a Lei n. 11.340, de 7 de agosto de 2006, para dispor sobre o direito da guarda provisória dos animais de estimação de vítimas de violência doméstica.",Causa Animal
"Altera a Lei n.º 10.406, de 10 de janeiro de 2002, que Institui o Código Civil, para disciplinar a habitação e o trânsito de animais domésticos em condomínios residenciais horizontais e verticais",Causa Animal
"Altera a Lei n.º 10.925, de 23 de julho de 2004, para reduzir as alíquotas dos impostos federias incidentes sobre os alimentos para pet e dar outras providências.",Causa Animal
"Altera a Lei n.º 9.605, de 12 de fevereiro de 1998, para criar o tipo penal de tráfico de animais silvestres e dar outras providências.",Causa Animal
"Altera a Lei n° 14.228, de 20 de outubro de 2021, que dispõe sobre a proibição de eutanásia, para assegurar que entidades de proteção animal tenham acesso a dependências físicas de órgãos de controle de zoonoses, canis públicos e estabelecimentos oficiais congêneres; e dá outras providências.",Causa Animal
"Altera a Lei n° 9.605, de 12 de fevereiro, de 1998, para dispor a respeito de medidas de combate à prática de maus tratos contra animais domésticos e silvestres.",Causa Animal
